ID,Cause_Name,Deaths,Age-adjusted_Death_Rate,State
8491,Cancer,24464,198.2,Illinois
8492,Cancer,12933,207.5,Indiana
8493,Cancer,6469,187.8,Iowa
8494,Cancer,5332,185.9,Kansas
8495,Cancer,9378,223.7,Kentucky
8496,Cancer,9533,221.8,Louisiana
8497,Cancer,3120,205.4,Maine
8498,Cancer,10292,196.4,Maryland
8499,Cancer,13551,194.6,Massachusetts
8500,Cancer,19713,194.1,Michigan
8501,Cancer,9183,181.7,Minnesota
8502,Cancer,5960,212.2,Mississippi
8503,Cancer,12354,202.1,Missouri
8504,Cancer,1847,181.7,Montana
8505,Cancer,3339,179,Nebraska
8506,Cancer,4138,200.2,Nevada
8507,Cancer,17957,197.3,New Jersey
8508,Cancer,3103,170.1,New Mexico
8509,Cancer,36238,180.2,New York
8510,Cancer,16145,193.9,North Carolina
8511,Cancer,1334,179.2,North Dakota
8512,Cancer,25076,205.3,Ohio
8513,Cancer,7338,199.8,Oklahoma
8514,Cancer,7232,192.5,Oregon
8515,Cancer,29841,200,Pennsylvania
8516,Cancer,2328,192.1,Rhode Island
8517,Cancer,8512,204.4,South Carolina
8518,Cancer,1636,190.3,South Dakota
8519,Cancer,12613,212.7,Tennessee
8520,Cancer,33867,186.1,Texas
8521,Cancer,556902,190.9,United States
8522,Cancer,2444,144.6,Utah
8523,Cancer,1210,183.6,Vermont
8524,Cancer,13781,198.1,Virginia
8525,Cancer,11064,190.4,Washington
8526,Cancer,4610,211.6,West Virginia
8527,Cancer,10648,183.4,Wisconsin
8528,Cancer,943,188.9,Wyoming
8529,Kidney disease,1062,23.2,Alabama
8530,Kidney disease,28,8.4,Alaska
8531,Kidney disease,563,10.4,Arizona
8532,Kidney disease,526,17.8,Arkansas
8533,Kidney disease,2334,7.6,California
8534,Kidney disease,409,11.5,Colorado
8535,Kidney disease,567,14,Connecticut
8536,Kidney disease,130,15.6,Delaware
8537,Kidney disease,81,14.5,District of Columbia
8538,Kidney disease,2265,10.2,Florida
8539,Kidney disease,1471,21.9,Georgia
8540,Kidney disease,123,9.1,Hawaii
8541,Kidney disease,97,7.7,Idaho
8542,Kidney disease,2297,18.5,Illinois
8543,Kidney disease,1235,20,Indiana
8544,Kidney disease,241,6.5,Iowa
8545,Kidney disease,531,17.6,Kansas
8546,Kidney disease,838,20.8,Kentucky
8547,Kidney disease,1065,25.5,Louisiana
8548,Kidney disease,265,17.4,Maine
8549,Kidney disease,583,11.5,Maryland
8550,Kidney disease,1286,17.8,Massachusetts
8551,Kidney disease,1665,16.6,Michigan
8552,Kidney disease,654,12.3,Minnesota
8553,Kidney disease,676,24.8,Mississippi
8554,Kidney disease,1099,17.8,Missouri
8555,Kidney disease,101,9.9,Montana
8556,Kidney disease,302,15.3,Nebraska
8557,Kidney disease,439,23.6,Nevada
8558,Kidney disease,150,12,New Hampshire
8559,Kidney disease,1696,18.5,New Jersey
8560,Kidney disease,217,12.3,New Mexico
8561,Kidney disease,2415,11.9,New York
8562,Kidney disease,1387,17.3,North Carolina
8563,Kidney disease,56,6.6,North Dakota
8564,Kidney disease,2093,17.1,Ohio
8565,Kidney disease,566,15.7,Oklahoma
8566,Kidney disease,306,8.1,Oregon
8567,Kidney disease,3013,19.5,Pennsylvania
8568,Kidney disease,149,11.5,Rhode Island
8569,Kidney disease,797,20.1,South Carolina
8570,Kidney disease,124,13.1,South Dakota
8571,Kidney disease,677,11.8,Tennessee
8572,Kidney disease,2678,15.4,Texas
8573,Kidney disease,42453,14.7,United States
8574,Kidney disease,207,12.7,Utah
8575,Kidney disease,53,8.1,Vermont
8576,Kidney disease,1244,18.7,Virginia
8577,Kidney disease,304,5.3,Washington
8578,Kidney disease,458,21.2,West Virginia
8579,Kidney disease,873,14.5,Wisconsin
8580,Kidney disease,57,11.9,Wyoming
8581,Unintentional injuries,2228,49.6,Alabama
8582,Unintentional injuries,346,59.2,Alaska
8583,Unintentional injuries,2577,48.6,Arizona
8584,Unintentional injuries,1311,47.6,Arkansas
8585,Unintentional injuries,10107,30.1,California
8586,Unintentional injuries,1812,43.1,Colorado
8587,Unintentional injuries,1182,32.5,Connecticut
8588,Unintentional injuries,292,36.4,Delaware
8589,Unintentional injuries,200,34.6,District of Columbia
8590,Unintentional injuries,7396,42,Florida
8591,Unintentional injuries,3333,42.3,Georgia
8592,Unintentional injuries,393,30.9,Hawaii
8593,Unintentional injuries,611,47.1,Idaho
8594,Unintentional injuries,4222,33.8,Illinois
8595,Unintentional injuries,2148,34.9,Indiana
8596,Unintentional injuries,1093,33.6,Iowa
8597,Unintentional injuries,1139,40.8,Kansas
8598,Unintentional injuries,2090,51.3,Kentucky
8599,Unintentional injuries,2115,48.1,Louisiana
8600,Unintentional injuries,511,38.1,Maine
8601,Unintentional injuries,1332,25.2,Maryland
8602,Unintentional injuries,1413,20.7,Massachusetts
8603,Unintentional injuries,3285,33,Michigan
8604,Unintentional injuries,1928,37.6,Minnesota
8605,Unintentional injuries,1642,58.5,Mississippi
8606,All causes,158118,791.4,New York
8607,Unintentional injuries,2641,45.6,Missouri
8608,Unintentional injuries,524,55.6,Montana
8609,Unintentional injuries,762,41.7,Nebraska
8610,Unintentional injuries,860,41.7,Nevada
8611,Unintentional injuries,357,28.5,New Hampshire
8612,Unintentional injuries,2599,29.8,New Jersey
8613,Unintentional injuries,1105,61.4,New Mexico
8614,Unintentional injuries,4663,23.9,New York
8615,Unintentional injuries,3700,45.3,North Carolina
8616,Unintentional injuries,246,35.1,North Dakota
8617,Unintentional injuries,4146,35.8,Ohio
8618,Unintentional injuries,1580,44.9,Oklahoma
8619,Unintentional injuries,1397,38.4,Oregon
8620,Unintentional injuries,4728,35.9,Pennsylvania
8621,Unintentional injuries,277,23.4,Rhode Island
8622,Unintentional injuries,1972,48.7,South Carolina
8623,Unintentional injuries,348,43.5,South Dakota
8624,Unintentional injuries,2744,47.7,Tennessee
8625,Unintentional injuries,8232,40.4,Texas
8626,Unintentional injuries,106742,37.1,United States
8627,Unintentional injuries,714,35.8,Utah
8628,Unintentional injuries,240,37.8,Vermont
8629,Unintentional injuries,2479,35.2,Virginia
8630,Unintentional injuries,2203,36.8,Washington
8631,Unintentional injuries,956,50.9,West Virginia
8632,Unintentional injuries,2274,40.1,Wisconsin
8633,Unintentional injuries,289,58.1,Wyoming
8634,All causes,46069,1013.4,Alabama
8635,All causes,3030,802.4,Alaska
8636,All causes,42816,811.2,Arizona
8637,All causes,28513,975.2,Arkansas
8638,All causes,234565,770,California
8639,All causes,29210,804.4,Colorado
8640,All causes,30122,766.1,Connecticut
8641,All causes,6861,849.3,Delaware
8642,All causes,5851,1034.1,District of Columbia
8643,All causes,167814,796.2,Florida
8644,All causes,65449,961.6,Georgia
8645,All causes,8801,673.4,Hawaii
8646,All causes,9923,798.8,Idaho
8647,All causes,106667,866.7,Illinois
8648,All causes,55396,906.1,Indiana
8649,All causes,27978,779.9,Iowa
8650,All causes,25021,851.3,Kansas
8651,All causes,40697,1009.7,Kentucky
8652,All causes,41984,1008.5,Louisiana
8653,All causes,12694,853.7,Maine
8654,All causes,43970,872.3,Maryland
8655,All causes,56928,806,Massachusetts
8656,All causes,87795,885.7,Michigan
8657,All causes,38510,751.3,Minnesota
8658,All causes,28853,1051.6,Mississippi
8659,All causes,55940,922.3,Missouri
8660,All causes,8506,854.4,Montana
8661,All causes,15738,820.2,Nebraska
8662,All causes,16927,922.3,Nevada
8663,All causes,9853,796,New Hampshire
8664,All causes,74009,821.7,New Jersey
8665,All causes,14344,823.8,New Mexico
8666,All causes,72027,912.6,North Carolina
8667,All causes,5892,755.5,North Dakota
8668,All causes,109766,916.7,Ohio
8669,All causes,35502,986.4,Oklahoma
8670,All causes,31119,839.6,Oregon
8671,All causes,130223,874.1,Pennsylvania
8672,All causes,10246,823,Rhode Island
8673,All causes,37736,964.3,South Carolina
8674,All causes,6898,778.6,South Dakota
8675,All causes,56606,995.3,Tennessee
8676,All causes,155524,888.4,Texas
8677,All causes,2443387,855.9,United States
8678,All causes,13116,794,Utah
8679,All causes,5075,786.8,Vermont
8680,All causes,57196,865.9,Virginia
8681,All causes,45338,795,Washington
8682,All causes,21016,999,West Virginia
8683,All causes,46981,806.1,Wisconsin
8684,All causes,4174,878.2,Wyoming
8685,Alzheimer's disease,1189,27,Alabama
8686,Alzheimer's disease,61,25.8,Alaska
8687,Alzheimer's disease,1433,28.7,Arizona
8688,Alzheimer's disease,551,18.6,Arkansas
8689,Alzheimer's disease,5421,18.6,California
8690,Alzheimer's disease,954,29,Colorado
8691,Alzheimer's disease,570,13.6,Connecticut
8692,Alzheimer's disease,128,16.7,Delaware
8693,Alzheimer's disease,107,19,District of Columbia
8694,Alzheimer's disease,4052,18.1,Florida
8695,Alzheimer's disease,1525,25.5,Georgia
8696,Alzheimer's disease,141,10.9,Hawaii
8697,Alzheimer's disease,318,26.1,Idaho
8698,Alzheimer's disease,2398,19.3,Illinois
8699,Alzheimer's disease,1475,24.3,Indiana
8700,Alzheimer's disease,899,22.6,Iowa
8701,Alzheimer's disease,755,24.1,Kansas
8702,Alzheimer's disease,1013,26.3,Kentucky
8703,Alzheimer's disease,1111,28.5,Louisiana
8704,Alzheimer's disease,513,33.6,Maine
8705,Alzheimer's disease,866,18.4,Maryland
8706,Alzheimer's disease,1570,21.2,Massachusetts
8707,Alzheimer's disease,1958,20,Michigan
8708,Alzheimer's disease,1192,22.3,Minnesota
8709,Alzheimer's disease,574,21.6,Mississippi
8710,Alzheimer's disease,1187,19,Missouri
8711,Alzheimer's disease,285,27.9,Montana
8712,Alzheimer's disease,460,22.3,Nebraska
8713,Alzheimer's disease,253,17.3,Nevada
8714,Alzheimer's disease,311,25.6,New Hampshire
8715,Alzheimer's disease,1522,16.7,New Jersey
8716,Alzheimer's disease,325,19.9,New Mexico
8717,Alzheimer's disease,1803,8.9,New York
8718,Alzheimer's disease,1962,26.6,North Carolina
8719,Alzheimer's disease,294,33.7,North Dakota
8720,Alzheimer's disease,2599,21.7,Ohio
8721,Alzheimer's disease,754,21.1,Oklahoma
8722,Alzheimer's disease,1124,29.6,Oregon
8723,Alzheimer's disease,2823,17.8,Pennsylvania
8724,Alzheimer's disease,264,19.5,Rhode Island
8725,Alzheimer's disease,967,27.1,South Carolina
8726,Alzheimer's disease,167,17,South Dakota
8727,Alzheimer's disease,1299,24,Tennessee
8728,Alzheimer's disease,3793,23.9,Texas
8729,Alzheimer's disease,58866,20.8,United States
8730,Alzheimer's disease,303,19.9,Utah
8731,Alzheimer's disease,163,25.2,Vermont
8732,Alzheimer's disease,1368,22.4,Virginia
8733,Alzheimer's disease,2195,39,Washington
8734,Alzheimer's disease,405,19.2,West Virginia
8735,Alzheimer's disease,1344,22,Wisconsin
8736,Alzheimer's disease,122,27,Wyoming
8737,Stroke,3201,71.2,Alabama
8738,Stroke,158,56,Alaska
8739,Stroke,2535,49.1,Arizona
8740,Stroke,2232,75.7,Arkansas
8741,Stroke,17626,59.3,California
8742,Stroke,1915,55.7,Colorado
8743,Stroke,1861,46,Connecticut
8744,Stroke,405,51.4,Delaware
8745,Stroke,279,49.7,District of Columbia
8746,Stroke,10269,46.9,Florida
8747,Stroke,4261,66.5,Georgia
8748,Stroke,812,62.1,Hawaii
8749,Stroke,736,60.2,Idaho
8750,Stroke,7183,58.3,Illinois
8751,Stroke,3717,61,Indiana
8752,Stroke,2226,58.5,Iowa
8753,Stroke,1845,60.4,Kansas
8754,Stroke,2554,64.9,Kentucky
8755,Stroke,2595,63.8,Louisiana
8756,Stroke,823,54.5,Maine
8757,Stroke,2811,57.5,Maryland
8758,Stroke,3559,49.2,Massachusetts
8759,Stroke,5814,59,Michigan
8760,Stroke,2706,51.7,Minnesota
8761,Stroke,1926,70.9,Mississippi
8762,Stroke,3885,63.1,Missouri
8763,Stroke,639,63,Montana
8764,Stroke,1103,55.2,Nebraska
8765,Stroke,976,57.7,Nevada
8766,Stroke,627,51.3,New Hampshire
8767,Stroke,4016,44.3,New Jersey
8768,Stroke,715,42.2,New Mexico
8769,Stroke,7625,37.9,New York
8770,Stroke,5259,68.8,North Carolina
8771,Stroke,469,55.4,North Dakota
8772,Stroke,7252,60.3,Ohio
8773,Stroke,2427,67.5,Oklahoma
8774,Stroke,2645,70.4,Oregon
8775,Stroke,8579,55.6,Pennsylvania
8776,Stroke,605,46.7,Rhode Island
8777,Stroke,2822,74.4,South Carolina
8778,Stroke,518,54.9,South Dakota
8779,Stroke,3980,71.6,Tennessee
8780,Stroke,10548,63.6,Texas
8781,Stroke,162672,57.2,United States
8782,Stroke,903,58.1,Utah
8783,Stroke,335,52,Vermont
8784,Stroke,3960,62.4,Virginia
8785,Stroke,3753,66.6,Washington
8786,Stroke,1260,59.3,West Virginia
8787,Stroke,3479,58.4,Wisconsin
8788,Stroke,243,52.8,Wyoming
8789,CLRD,2328,50.7,Alabama
8790,CLRD,142,47.5,Alaska
8791,CLRD,2575,48.4,Arizona
8792,CLRD,1441,48.5,Arkansas
8793,CLRD,12684,42.6,California
8794,CLRD,1848,53,Colorado
8795,CLRD,1453,36.9,Connecticut
8796,CLRD,350,43.3,Delaware
8797,CLRD,133,23.7,District of Columbia
8798,CLRD,9062,40.9,Florida
8799,CLRD,3163,48.1,Georgia
8800,CLRD,265,20,Hawaii
8801,CLRD,595,48.7,Idaho
8802,CLRD,4827,39.6,Illinois
8803,CLRD,3138,51.5,Indiana
8804,CLRD,1580,44.4,Iowa
8805,CLRD,1367,47.2,Kansas
8806,CLRD,2401,59.3,Kentucky
8807,CLRD,1696,41.2,Louisiana
8808,CLRD,791,52.9,Maine
8809,CLRD,1944,39.4,Maryland
8810,CLRD,2745,38.9,Massachusetts
8811,CLRD,4431,44.8,Michigan
8812,CLRD,1971,39.2,Minnesota
8813,CLRD,1378,50.3,Mississippi
8814,CLRD,2867,47.2,Missouri
8815,CLRD,576,57.8,Montana
8816,CLRD,934,49.1,Nebraska
8817,CLRD,1174,65.9,Nevada
8818,CLRD,577,47.4,New Hampshire
8819,CLRD,2885,32,New Jersey
8820,CLRD,857,49.7,New Mexico
8821,CLRD,6966,34.9,New York
8822,CLRD,3674,46.6,North Carolina
8823,CLRD,322,41.8,North Dakota
8824,CLRD,6063,50.2,Ohio
8825,CLRD,1988,54.8,Oklahoma
8826,CLRD,1845,50.2,Oregon
8827,CLRD,6017,39.3,Pennsylvania
8828,CLRD,521,41.5,Rhode Island
8829,CLRD,1889,48.1,South Carolina
8830,CLRD,383,43.2,South Dakota
8831,CLRD,3011,52.7,Tennessee
8832,CLRD,7720,45.7,Texas
8833,CLRD,124816,43.9,United States
8834,CLRD,603,38.1,Utah
8835,CLRD,276,43.1,Vermont
8836,CLRD,2752,42.2,Virginia
8837,CLRD,2721,48.6,Washington
8838,CLRD,1228,56.6,West Virginia
8839,CLRD,2335,40.2,Wisconsin
8840,CLRD,324,68.7,Wyoming
8841,Diabetes,1486,32.3,Alabama
8842,Diabetes,86,22,Alaska
8843,Diabetes,1231,23,Arizona
8844,Diabetes,793,27,Arkansas
8845,Diabetes,6807,22.5,California
8846,Diabetes,659,18,Colorado
8847,Diabetes,675,17.3,Connecticut
8848,Diabetes,215,26.1,Delaware
8849,Diabetes,191,34.1,District of Columbia
8850,Diabetes,4583,21.5,Florida
8851,Diabetes,1576,23.1,Georgia
8852,Diabetes,204,15.5,Hawaii
8853,Diabetes,322,26.1,Idaho
8854,Diabetes,3011,24.6,Illinois
8855,Diabetes,1688,27.6,Indiana
8856,Diabetes,734,20.8,Iowa
8857,Diabetes,765,26.4,Kansas
8858,Diabetes,1265,31.1,Kentucky
8859,Diabetes,1774,42.3,Louisiana
8860,Diabetes,404,27.1,Maine
8861,Diabetes,1519,30.1,Maryland
8862,Diabetes,1423,20.4,Massachusetts
8863,Diabetes,2785,28,Michigan
8864,Diabetes,1317,26,Minnesota
8865,Diabetes,671,24.4,Mississippi
8866,Diabetes,1625,26.8,Missouri
8867,Diabetes,210,21.1,Montana
8868,Diabetes,393,20.8,Nebraska
8869,Diabetes,343,17.5,Nevada
8870,Diabetes,311,25,New Hampshire
8871,Diabetes,2532,28.1,New Jersey
8872,Diabetes,582,33,New Mexico
8873,Diabetes,3934,19.7,New York
8874,Diabetes,2205,27.6,North Carolina
8875,Diabetes,214,27.1,North Dakota
8876,Diabetes,3846,32,Ohio
8877,Diabetes,1064,29.5,Oklahoma
8878,Diabetes,1041,28.2,Oregon
8879,Diabetes,3708,24.8,Pennsylvania
8880,Diabetes,263,21.5,Rhode Island
8881,Diabetes,1112,27.8,South Carolina
8882,Diabetes,195,22.8,South Dakota
8883,Diabetes,1749,30.5,Tennessee
8884,Diabetes,5654,32.3,Texas
8885,Diabetes,73249,25.6,United States
8886,Diabetes,514,31.8,Utah
8887,Diabetes,174,27,Vermont
8888,Diabetes,1558,23.2,Virginia
8889,Diabetes,1494,26.3,Washington
8890,Diabetes,846,39.5,West Virginia
8891,Diabetes,1353,23.4,Wisconsin
8892,Diabetes,145,30.5,Wyoming
8893,Heart disease,13197,291.3,Alabama
8894,Heart disease,567,169.3,Alaska
8895,Heart disease,10852,207.9,Arizona
8896,Heart disease,8330,282.8,Arkansas
8897,Heart disease,68797,230.4,California
8898,Heart disease,6425,182.7,Colorado
8899,Heart disease,8815,219.3,Connecticut
8900,Heart disease,1918,239.9,Delaware
8901,Heart disease,1666,296.6,District of Columbia
8902,Heart disease,49235,226.1,Florida
8903,Heart disease,17529,265.8,Georgia
8904,Heart disease,2512,191.8,Hawaii
8905,Heart disease,2532,205.2,Idaho
8906,Heart disease,30821,250.2,Illinois
8907,Heart disease,15321,250.9,Indiana
8908,Heart disease,8181,221.5,Iowa
8909,Heart disease,6680,223.2,Kansas
8910,Heart disease,11696,292.2,Kentucky
8911,Heart disease,11185,272.4,Louisiana
8912,Heart disease,3170,210.6,Maine
8913,Heart disease,12008,242.4,Maryland
8914,Heart disease,14736,205.5,Massachusetts
8915,Heart disease,26659,269.6,Michigan
8916,Heart disease,8602,165.9,Minnesota
8917,Heart disease,9061,332.6,Mississippi
8918,Heart disease,16708,272.7,Missouri
8919,Heart disease,1944,192.8,Montana
8920,Heart disease,4242,215.5,Nebraska
8921,Heart disease,4421,247.5,Nevada
8922,Heart disease,2776,225,New Hampshire
8923,Heart disease,22510,248.6,New Jersey
8924,Heart disease,3360,196.4,New Mexico
8925,Heart disease,56672,281.4,New York
8926,Heart disease,18524,237.6,North Carolina
8927,Heart disease,1623,203.1,North Dakota
8928,Heart disease,31388,261.2,Ohio
8929,Heart disease,11230,311.3,Oklahoma
8930,Heart disease,7262,194.2,Oregon
8931,Heart disease,38852,254.7,Pennsylvania
8932,Heart disease,3109,243.6,Rhode Island
8933,Heart disease,9659,249.4,South Carolina
8934,Heart disease,1937,212.1,South Dakota
8935,Heart disease,16226,287.3,Tennessee
8936,Heart disease,43452,256.3,Texas
8937,Heart disease,696947,244.6,United States
8938,Heart disease,2977,188.6,Utah
8939,Heart disease,1370,212,Vermont
8940,Heart disease,14952,230,Virginia
8941,Heart disease,11141,196.4,Washington
8942,Heart disease,6189,291.2,West Virginia
8943,Heart disease,12923,218.8,Wisconsin
8944,Heart disease,1005,214.5,Wyoming
8945,Influenza and pneumonia,1218,27.4,Alabama
8946,Influenza and pneumonia,51,19.5,Alaska
8947,Influenza and pneumonia,1319,25.6,Arizona
8948,Influenza and pneumonia,776,26.4,Arkansas
8949,Influenza and pneumonia,8128,27.5,California
8950,Influenza and pneumonia,752,21.9,Colorado
8951,Influenza and pneumonia,888,21.5,Connecticut
8952,Influenza and pneumonia,168,21.4,Delaware
8953,Influenza and pneumonia,81,14.5,District of Columbia
8954,Influenza and pneumonia,3290,15.1,Florida
8955,Influenza and pneumonia,1791,28.5,Georgia
8956,Influenza and pneumonia,246,18.9,Hawaii
8957,Influenza and pneumonia,265,21.7,Idaho
8958,Influenza and pneumonia,2940,23.7,Illinois
8959,Influenza and pneumonia,1360,22.3,Indiana
8960,Influenza and pneumonia,942,24.4,Iowa
8961,Influenza and pneumonia,698,22.7,Kansas
8962,Influenza and pneumonia,1236,31.5,Kentucky
8963,Cancer,1911,191.1,Montana
8964,Influenza and pneumonia,956,24,Louisiana
8965,Influenza and pneumonia,317,20.9,Maine
8966,Influenza and pneumonia,1121,23.1,Maryland
8967,Influenza and pneumonia,2087,28.6,Massachusetts
8968,Influenza and pneumonia,2029,20.6,Michigan
8969,Influenza and pneumonia,900,16.9,Minnesota
8970,Influenza and pneumonia,801,29.8,Mississippi
8971,Influenza and pneumonia,1619,26.2,Missouri
8972,Influenza and pneumonia,255,25.2,Montana
8973,Influenza and pneumonia,418,20.6,Nebraska
8974,Influenza and pneumonia,368,22.5,Nevada
8975,Influenza and pneumonia,237,19.4,New Hampshire
8976,Influenza and pneumonia,1973,21.8,New Jersey
8977,Influenza and pneumonia,372,22.3,New Mexico
8978,Influenza and pneumonia,5368,26.6,New York
8979,Influenza and pneumonia,1898,25.1,North Carolina
8980,Influenza and pneumonia,162,18.7,North Dakota
8981,Influenza and pneumonia,2487,20.8,Ohio
8982,Influenza and pneumonia,914,25.5,Oklahoma
8983,Influenza and pneumonia,666,17.7,Oregon
8984,Influenza and pneumonia,2957,19.1,Pennsylvania
8985,Influenza and pneumonia,319,24.4,Rhode Island
8986,Influenza and pneumonia,910,24.6,South Carolina
8987,Influenza and pneumonia,240,25.4,South Dakota
8988,Influenza and pneumonia,1710,31,Tennessee
8989,Influenza and pneumonia,3673,22.3,Texas
8990,Influenza and pneumonia,65681,23.2,United States
8991,Influenza and pneumonia,424,27.4,Utah
8992,Influenza and pneumonia,111,17.1,Vermont
8993,Influenza and pneumonia,1480,23.7,Virginia
8994,Influenza and pneumonia,907,16,Washington
8995,Influenza and pneumonia,427,20.3,West Virginia
8996,Influenza and pneumonia,1291,21.4,Wisconsin
8997,Influenza and pneumonia,135,29.4,Wyoming
8998,Suicide,514,11.5,Alabama
8999,Suicide,132,20.8,Alaska
9000,Suicide,886,16.6,Arizona
9001,Suicide,377,14,Arkansas
9002,Suicide,3228,9.6,California
9003,Suicide,727,16.2,Colorado
9004,Suicide,260,7.3,Connecticut
9005,Suicide,74,9.1,Delaware
9006,Suicide,31,5.2,District of Columbia
9007,Suicide,2338,13.3,Florida
9008,Suicide,909,11.1,Georgia
9009,Suicide,120,9.5,Hawaii
9010,Suicide,202,15.5,Idaho
9011,Suicide,1145,9.2,Illinois
9012,Suicide,743,12.1,Indiana
9013,Suicide,314,10.7,Iowa
9014,Suicide,345,12.7,Kansas
9015,Suicide,540,13,Kentucky
9016,Suicide,499,11.2,Louisiana
9017,Suicide,166,12.5,Maine
9018,Suicide,477,8.8,Maryland
9019,Suicide,436,6.6,Massachusetts
9020,Suicide,1106,11.1,Michigan
9021,Suicide,497,9.8,Minnesota
9022,Suicide,343,12.2,Mississippi
9023,Suicide,693,12.1,Missouri
9024,Suicide,184,20,Montana
9025,Suicide,201,11.8,Nebraska
9026,Suicide,423,19.7,Nevada
9027,Suicide,132,10.3,New Hampshire
9028,Suicide,553,6.3,New Jersey
9029,Suicide,349,19.2,New Mexico
9030,Suicide,1228,6.3,New York
9031,Suicide,986,11.8,North Carolina
9032,Suicide,91,14.3,North Dakota
9033,Suicide,1287,11.2,Ohio
9034,Suicide,501,14.4,Oklahoma
9035,Suicide,518,14.4,Oregon
9036,Suicide,1341,10.7,Pennsylvania
9037,Suicide,86,7.9,Rhode Island
9038,Suicide,440,10.8,South Carolina
9039,Suicide,94,12.3,South Dakota
9040,Suicide,778,13.3,Tennessee
9041,Suicide,2311,11.1,Texas
9042,Suicide,31655,11,United States
9043,Suicide,340,16.2,Utah
9044,Suicide,92,14.3,Vermont
9045,Suicide,799,10.9,Virginia
9046,Suicide,811,13.4,Washington
9047,Suicide,276,14.9,West Virginia
9048,Suicide,627,11.3,Wisconsin
9049,Suicide,105,20.8,Wyoming
9050,Cancer,9698,208.3,Alabama
9051,Cancer,715,189.8,Alaska
9052,Cancer,9359,173.2,Arizona
9053,Cancer,6282,212.8,Arkansas
9054,Cancer,54143,177.3,California
9055,Cancer,6384,173.7,Colorado
9056,Cancer,7163,186.3,Connecticut
9057,Cancer,1621,194.8,Delaware
9058,Cancer,1298,231.8,District of Columbia
9059,Cancer,39140,183.8,Florida
9060,Cancer,13975,200,Georgia
9061,Cancer,1945,147.2,Hawaii
9062,Cancer,2138,172.3,Idaho
9063,Cancer,24737,202.8,Illinois
9064,Cancer,12865,209.7,Indiana
9065,Cancer,6473,189.3,Iowa
9066,Cancer,5362,188.7,Kansas
9067,Cancer,9438,228.6,Kentucky
9068,Cancer,9441,222.8,Louisiana
9069,Cancer,3206,214.9,Maine
9070,Cancer,10395,202.2,Maryland
9071,Cancer,13914,201.4,Massachusetts
9072,Cancer,19985,199.9,Michigan
9073,Cancer,9210,185.3,Minnesota
9074,Cancer,6069,218.8,Mississippi
9075,Cancer,12322,204.1,Missouri
9076,Cancer,3433,186.1,Nebraska
9077,Cancer,3937,201.3,Nevada
9078,Cancer,2529,201.8,New Hampshire
9079,Cancer,17827,198.1,New Jersey
9080,Cancer,3067,173.2,New Mexico
9081,Cancer,36661,184.4,New York
9082,Cancer,16210,199.9,North Carolina
9083,Cancer,1293,175.5,North Dakota
9084,Cancer,25173,209,Ohio
9085,Cancer,7474,205.7,Oklahoma
9086,Cancer,7249,197.3,Oregon
9087,Cancer,29849,201.9,Pennsylvania
9088,Cancer,2404,199.3,Rhode Island
9089,Cancer,8333,205.8,South Carolina
9090,Cancer,1562,183.3,South Dakota
9091,Cancer,12518,214.6,Tennessee
9092,Cancer,34164,192.2,Texas
9093,Cancer,557271,194.3,United States
9094,Cancer,2376,144.4,Utah
9095,Cancer,1224,188.3,Vermont
9096,Cancer,13602,200,Virginia
9097,Cancer,10858,190.6,Washington
9098,Cancer,4652,215.2,West Virginia
9099,Cancer,10828,189.6,Wisconsin
9100,Cancer,859,177.1,Wyoming
9101,Kidney disease,1032,22.8,Alabama
9102,Kidney disease,21,6.8,Alaska
9103,Kidney disease,622,11.9,Arizona
9104,Kidney disease,601,20.4,Arkansas
9105,Kidney disease,2164,7.2,California
9106,Kidney disease,417,11.9,Colorado
9107,Kidney disease,554,14,Connecticut
9108,Kidney disease,117,14.5,Delaware
9109,Kidney disease,70,12.5,District of Columbia
9110,Kidney disease,2201,10.2,Florida
9111,Kidney disease,1335,20.4,Georgia
9112,Kidney disease,136,10.3,Hawaii
9113,Kidney disease,86,7,Idaho
9114,Kidney disease,2328,19,Illinois
9115,Kidney disease,1222,20.1,Indiana
9116,Kidney disease,261,7.1,Iowa
9117,Kidney disease,517,17.3,Kansas
9118,Kidney disease,813,20.4,Kentucky
9119,Kidney disease,983,23.9,Louisiana
9120,Kidney disease,232,15.4,Maine
9121,Kidney disease,630,12.6,Maryland
9122,Kidney disease,1297,18.1,Massachusetts
9123,Kidney disease,1618,16.4,Michigan
9124,Kidney disease,649,12.6,Minnesota
9125,Kidney disease,580,21.2,Mississippi
9126,Kidney disease,1076,17.6,Missouri
9127,Kidney disease,105,10.5,Montana
9128,Kidney disease,277,14.2,Nebraska
9129,Kidney disease,372,20.7,Nevada
9130,Kidney disease,141,11.6,New Hampshire
9131,Kidney disease,1662,18.4,New Jersey
9132,Kidney disease,220,12.9,New Mexico
9133,Kidney disease,2465,12.3,New York
9134,Kidney disease,1437,18.4,North Carolina
9135,Kidney disease,57,6.9,North Dakota
9136,Kidney disease,2027,16.9,Ohio
9137,Kidney disease,500,13.9,Oklahoma
9138,Kidney disease,266,7.2,Oregon
9139,Kidney disease,2944,19.3,Pennsylvania
9140,Kidney disease,142,11.2,Rhode Island
9141,Kidney disease,781,20.1,South Carolina
9142,Kidney disease,128,13.9,South Dakota
