ID,Cause_Name,State
9181,Unintentional injuries,Nebraska
9182,Unintentional injuries,Nevada
9183,Unintentional injuries,New Hampshire
9184,Unintentional injuries,New Jersey
9185,Unintentional injuries,New Mexico
9186,Unintentional injuries,New York
9187,Unintentional injuries,North Carolina
9188,Unintentional injuries,North Dakota
9189,Unintentional injuries,Ohio
9190,Unintentional injuries,Oklahoma
9191,Unintentional injuries,Oregon
9192,Unintentional injuries,Pennsylvania
9193,Unintentional injuries,Rhode Island
9194,Unintentional injuries,South Carolina
9195,Unintentional injuries,South Dakota
9196,Unintentional injuries,Tennessee
9197,Unintentional injuries,Texas
9198,Unintentional injuries,United States
9199,Unintentional injuries,Utah
9200,Unintentional injuries,Vermont
9201,Unintentional injuries,Virginia
9202,Unintentional injuries,Washington
9203,Unintentional injuries,West Virginia
9204,Unintentional injuries,Wisconsin
9205,Unintentional injuries,Wyoming
9206,All causes,Alabama
9207,All causes,Alaska
9208,All causes,Arizona
9209,All causes,Arkansas
9210,All causes,California
9211,All causes,Colorado
9212,All causes,Connecticut
9213,All causes,Delaware
9214,All causes,District of Columbia
9215,All causes,Florida
9216,All causes,Georgia
9217,All causes,Hawaii
9218,All causes,Idaho
9219,All causes,Illinois
9220,All causes,Indiana
9221,All causes,Iowa
9222,All causes,Kansas
9223,All causes,Kentucky
9224,All causes,Louisiana
9225,All causes,Maine
9226,All causes,Maryland
9227,All causes,Massachusetts
9228,All causes,Michigan
9229,All causes,Minnesota
9230,All causes,Mississippi
9231,All causes,Missouri
9232,All causes,Montana
9233,All causes,Nebraska
9234,All causes,Nevada
9235,All causes,New Jersey
9236,All causes,New Mexico
9237,All causes,New York
9238,All causes,North Carolina
9239,All causes,North Dakota
9240,All causes,Ohio
9241,All causes,Oklahoma
9242,All causes,Oregon
9243,All causes,Pennsylvania
9244,All causes,Rhode Island
9245,All causes,South Carolina
9246,All causes,South Dakota
9247,All causes,Tennessee
9248,All causes,Texas
9249,All causes,United States
9250,All causes,Utah
9251,All causes,Vermont
9252,All causes,Virginia
9253,All causes,Washington
9254,All causes,West Virginia
9255,All causes,Wisconsin
9256,All causes,Wyoming
9257,Alzheimer's disease,Alabama
9258,Alzheimer's disease,Alaska
9259,Alzheimer's disease,Arizona
9260,Alzheimer's disease,Arkansas
9261,Alzheimer's disease,California
9262,Alzheimer's disease,Colorado
9263,Alzheimer's disease,Connecticut
9264,Alzheimer's disease,Delaware
9265,Alzheimer's disease,District of Columbia
9266,Alzheimer's disease,Florida
9267,Alzheimer's disease,Georgia
9268,Alzheimer's disease,Hawaii
9269,Alzheimer's disease,Idaho
9270,Alzheimer's disease,Illinois
9271,Alzheimer's disease,Indiana
9272,Alzheimer's disease,Iowa
9273,Alzheimer's disease,Kansas
9274,Alzheimer's disease,Kentucky
9275,Alzheimer's disease,Louisiana
9276,Alzheimer's disease,Maine
9277,Alzheimer's disease,Maryland
9278,Alzheimer's disease,Massachusetts
9279,Alzheimer's disease,Michigan
9280,Alzheimer's disease,Minnesota
9281,Alzheimer's disease,Mississippi
9282,Alzheimer's disease,Missouri
9283,Alzheimer's disease,Montana
9284,Alzheimer's disease,Nebraska
9285,Alzheimer's disease,Nevada
9286,Alzheimer's disease,New Hampshire
9287,Alzheimer's disease,New Jersey
9288,Alzheimer's disease,New Mexico
9289,Alzheimer's disease,New York
9290,Alzheimer's disease,North Carolina
9291,Alzheimer's disease,North Dakota
9292,Alzheimer's disease,Ohio
9293,Alzheimer's disease,Oklahoma
9294,Alzheimer's disease,Oregon
9295,Alzheimer's disease,Pennsylvania
9296,Alzheimer's disease,Rhode Island
9297,Alzheimer's disease,South Carolina
9298,Alzheimer's disease,South Dakota
9299,Alzheimer's disease,Tennessee
9300,Alzheimer's disease,Texas
9301,Alzheimer's disease,United States
9302,Alzheimer's disease,Utah
9303,Alzheimer's disease,Vermont
9304,Alzheimer's disease,Virginia
9305,Alzheimer's disease,Washington
9306,Alzheimer's disease,West Virginia
9307,Alzheimer's disease,Wisconsin
9308,Alzheimer's disease,Wyoming
9309,Stroke,Alabama
9310,Stroke,Alaska
9311,Stroke,Arizona
9312,Stroke,Arkansas
9313,Stroke,California
9314,Stroke,Colorado
9315,Stroke,Connecticut
9316,Stroke,Delaware
9317,Stroke,District of Columbia
9318,Stroke,Florida
9319,Stroke,Georgia
9320,Stroke,Hawaii
9321,Stroke,Idaho
9322,Stroke,Illinois
9323,Stroke,Indiana
9324,Stroke,Iowa
9325,Stroke,Kansas
9326,Stroke,Kentucky
9327,Stroke,Louisiana
9328,Stroke,Maine
9329,Stroke,Maryland
9330,Stroke,Massachusetts
9331,Stroke,Michigan
9332,Stroke,Minnesota
9333,Stroke,Mississippi
9334,Stroke,Missouri
9335,Stroke,Montana
9336,Stroke,Nebraska
9337,Stroke,Nevada
9338,Stroke,New Hampshire
9339,Stroke,New Jersey
9340,Stroke,New Mexico
9341,Stroke,New York
9342,Stroke,North Carolina
9343,Stroke,North Dakota
9344,Stroke,Ohio
9345,Stroke,Oklahoma
9346,Stroke,Oregon
9347,Stroke,Pennsylvania
9348,Stroke,Rhode Island
9349,Stroke,South Carolina
9350,Stroke,South Dakota
9351,Stroke,Tennessee
9352,Stroke,Texas
9353,Stroke,United States
9354,Stroke,Utah
9355,Stroke,Vermont
9356,Stroke,Virginia
9357,Stroke,Washington
9358,Stroke,West Virginia
9359,Stroke,Wisconsin
9360,Stroke,Wyoming
9361,CLRD,Alabama
9362,CLRD,Alaska
9363,CLRD,Arizona
9364,CLRD,Arkansas
9365,CLRD,California
9366,CLRD,Colorado
9367,CLRD,Connecticut
9368,CLRD,Delaware
9369,CLRD,District of Columbia
9370,CLRD,Florida
9371,CLRD,Georgia
9372,CLRD,Hawaii
9373,CLRD,Idaho
9374,CLRD,Illinois
9375,CLRD,Indiana
9376,CLRD,Iowa
9377,CLRD,Kansas
9378,CLRD,Kentucky
9379,CLRD,Louisiana
9380,CLRD,Maine
9381,CLRD,Maryland
9382,CLRD,Massachusetts
9383,CLRD,Michigan
9384,CLRD,Minnesota
9385,CLRD,Mississippi
9386,CLRD,Missouri
9387,CLRD,Montana
9388,CLRD,Nebraska
9389,CLRD,Nevada
9390,CLRD,New Hampshire
9391,CLRD,New Jersey
9392,CLRD,New Mexico
9393,CLRD,New York
9394,CLRD,North Carolina
9395,CLRD,North Dakota
9396,CLRD,Ohio
9397,CLRD,Oklahoma
9398,CLRD,Oregon
9399,CLRD,Pennsylvania
9400,CLRD,Rhode Island
9401,CLRD,South Carolina
9402,CLRD,South Dakota
9403,CLRD,Tennessee
9404,CLRD,Texas
9405,CLRD,United States
9406,CLRD,Utah
9407,CLRD,Vermont
9408,CLRD,Virginia
9409,CLRD,Washington
9410,CLRD,West Virginia
9411,CLRD,Wisconsin
9412,CLRD,Wyoming
9413,Diabetes,Alabama
9414,Diabetes,Alaska
9415,Diabetes,Arizona
9416,Diabetes,Arkansas
9417,Diabetes,California
9418,Diabetes,Colorado
9419,Diabetes,Connecticut
9420,Diabetes,Delaware
9421,Diabetes,District of Columbia
9422,Diabetes,Florida
9423,Diabetes,Georgia
9424,Diabetes,Hawaii
9425,Diabetes,Idaho
9426,Diabetes,Illinois
9427,Diabetes,Indiana
9428,Diabetes,Iowa
9429,Diabetes,Kansas
9430,Diabetes,Kentucky
9431,Diabetes,Louisiana
9432,Diabetes,Maine
9433,Diabetes,Maryland
9434,Diabetes,Massachusetts
9435,Diabetes,Michigan
9436,Diabetes,Minnesota
9437,Diabetes,Mississippi
9438,Diabetes,Missouri
9439,Diabetes,Montana
9440,Diabetes,Nebraska
9441,Diabetes,Nevada
9442,Diabetes,New Hampshire
9443,Diabetes,New Jersey
9444,Diabetes,New Mexico
9445,Diabetes,New York
9446,Diabetes,North Carolina
9447,Diabetes,North Dakota
9448,Diabetes,Ohio
9449,Diabetes,Oklahoma
9450,Diabetes,Oregon
9451,Diabetes,Pennsylvania
9452,Diabetes,Rhode Island
9453,Diabetes,South Carolina
9454,Diabetes,South Dakota
9455,Diabetes,Tennessee
9456,Diabetes,Texas
9457,Diabetes,United States
9458,Diabetes,Utah
9459,Diabetes,Vermont
9460,Diabetes,Virginia
9461,Diabetes,Washington
9462,Diabetes,West Virginia
9463,Diabetes,Wisconsin
9464,Diabetes,Wyoming
9465,Heart disease,Alabama
9466,Heart disease,Alaska
9467,Heart disease,Arizona
9468,Heart disease,Arkansas
9469,Heart disease,California
9470,Heart disease,Colorado
9471,Heart disease,Connecticut
9472,Heart disease,Delaware
9473,Heart disease,District of Columbia
9474,Heart disease,Florida
9475,Heart disease,Georgia
9476,Heart disease,Hawaii
9477,Heart disease,Idaho
9478,Heart disease,Illinois
9479,Heart disease,Indiana
9480,Heart disease,Iowa
9481,Heart disease,Kansas
9482,Heart disease,Kentucky
9483,Heart disease,Louisiana
9484,Heart disease,Maine
9485,Heart disease,Maryland
9486,Heart disease,Massachusetts
9487,Heart disease,Michigan
9488,Heart disease,Minnesota
9489,Heart disease,Mississippi
9490,Heart disease,Missouri
9491,Heart disease,Montana
9492,Heart disease,Nebraska
9493,Heart disease,Nevada
9494,Heart disease,New Hampshire
9495,Heart disease,New Jersey
9496,Heart disease,New Mexico
9497,Heart disease,New York
9498,Heart disease,North Carolina
9499,Heart disease,North Dakota
9500,Heart disease,Ohio
9501,Heart disease,Oklahoma
9502,Heart disease,Oregon
9503,Heart disease,Pennsylvania
9504,Heart disease,Rhode Island
9505,Heart disease,South Carolina
9506,Heart disease,South Dakota
9507,Heart disease,Tennessee
9508,Heart disease,Texas
9509,Heart disease,United States
9510,Heart disease,Utah
9511,Heart disease,Vermont
9512,Heart disease,Virginia
9513,Heart disease,Washington
9514,Heart disease,West Virginia
9515,Heart disease,Wisconsin
9516,Heart disease,Wyoming
9517,Influenza and pneumonia,Alabama
9518,Influenza and pneumonia,Alaska
9519,Influenza and pneumonia,Arizona
9520,Influenza and pneumonia,Arkansas
9521,Influenza and pneumonia,California
9522,Influenza and pneumonia,Colorado
9523,Influenza and pneumonia,Connecticut
9524,Influenza and pneumonia,Delaware
9525,Influenza and pneumonia,District of Columbia
9526,Influenza and pneumonia,Florida
9527,Influenza and pneumonia,Georgia
9528,Influenza and pneumonia,Hawaii
9529,Influenza and pneumonia,Idaho
9530,Influenza and pneumonia,Illinois
9531,Influenza and pneumonia,Indiana
9532,Influenza and pneumonia,Iowa
9533,Cancer,Minnesota
9534,Influenza and pneumonia,Kansas
9535,Influenza and pneumonia,Kentucky
9536,Influenza and pneumonia,Louisiana
9537,Influenza and pneumonia,Maine
9538,Influenza and pneumonia,Maryland
9539,Influenza and pneumonia,Massachusetts
9540,Influenza and pneumonia,Michigan
9541,Influenza and pneumonia,Minnesota
9542,Influenza and pneumonia,Mississippi
9543,Influenza and pneumonia,Missouri
9544,Influenza and pneumonia,Montana
9545,Influenza and pneumonia,Nebraska
9546,Influenza and pneumonia,Nevada
9547,Influenza and pneumonia,New Hampshire
9548,Influenza and pneumonia,New Jersey
9549,Influenza and pneumonia,New Mexico
9550,Influenza and pneumonia,New York
9551,Influenza and pneumonia,North Carolina
9552,Influenza and pneumonia,North Dakota
9553,Influenza and pneumonia,Ohio
9554,Influenza and pneumonia,Oklahoma
9555,Influenza and pneumonia,Oregon
9556,Influenza and pneumonia,Pennsylvania
9557,Influenza and pneumonia,Rhode Island
9558,Influenza and pneumonia,South Carolina
9559,Influenza and pneumonia,South Dakota
9560,Influenza and pneumonia,Tennessee
9561,Influenza and pneumonia,Texas
9562,Influenza and pneumonia,United States
9563,Influenza and pneumonia,Utah
9564,Influenza and pneumonia,Vermont
9565,Influenza and pneumonia,Virginia
9566,Influenza and pneumonia,Washington
9567,Influenza and pneumonia,West Virginia
9568,Influenza and pneumonia,Wisconsin
9569,Influenza and pneumonia,Wyoming
9570,Suicide,Alabama
9571,Suicide,Alaska
9572,Suicide,Arizona
9573,Suicide,Arkansas
9574,Suicide,California
9575,Suicide,Colorado
9576,Suicide,Connecticut
9577,Suicide,Delaware
9578,Suicide,District of Columbia
9579,Suicide,Florida
9580,Suicide,Georgia
9581,Suicide,Hawaii
9582,Suicide,Idaho
9583,Suicide,Illinois
9584,Suicide,Indiana
9585,Suicide,Iowa
9586,Suicide,Kansas
9587,Suicide,Kentucky
9588,Cancer,Mississippi
9589,Suicide,Louisiana
9590,Suicide,Maine
9591,Suicide,Maryland
9592,Suicide,Massachusetts
9593,Suicide,Michigan
9594,Suicide,Minnesota
9595,Suicide,Mississippi
9596,Suicide,Missouri
9597,Suicide,Montana
9598,Suicide,Nebraska
9599,Suicide,Nevada
9600,Suicide,New Hampshire
9601,Suicide,New Jersey
9602,Suicide,New Mexico
9603,Suicide,New York
9604,Suicide,North Carolina
9605,Suicide,North Dakota
9606,Suicide,Ohio
9607,Suicide,Oklahoma
9608,Suicide,Oregon
9609,Suicide,Pennsylvania
9610,Suicide,Rhode Island
9611,Suicide,South Carolina
9612,Suicide,South Dakota
9613,Suicide,Tennessee
9614,Suicide,Texas
9615,Suicide,United States
9616,Suicide,Utah
9617,Suicide,Vermont
9618,Suicide,Virginia
9619,Suicide,Washington
9620,Suicide,West Virginia
9621,Suicide,Wisconsin
9622,Suicide,Wyoming
9623,Cancer,Alabama
9624,Cancer,Alaska
9625,Cancer,Arizona
9626,Cancer,Arkansas
9627,Cancer,California
9628,Cancer,Colorado
9629,Cancer,Connecticut
9630,Cancer,Delaware
9631,Cancer,District of Columbia
9632,Cancer,Florida
9633,Cancer,Georgia
9634,Cancer,Hawaii
9635,Cancer,Idaho
9636,Cancer,Illinois
9637,Cancer,Indiana
9638,Cancer,Iowa
9639,Cancer,Kansas
9640,Cancer,Kentucky
9641,Cancer,Louisiana
9642,Cancer,Maine
9643,Cancer,Maryland
9644,Cancer,Massachusetts
9645,Cancer,Michigan
9646,Cancer,Missouri
9647,Cancer,Montana
9648,Cancer,Nebraska
9649,Cancer,Nevada
9650,Cancer,New Hampshire
9651,Cancer,New Jersey
9652,Cancer,New Mexico
9653,Cancer,New York
9654,Cancer,North Carolina
9655,Cancer,North Dakota
9656,Cancer,Ohio
9657,Cancer,Oklahoma
9658,Cancer,Oregon
9659,Cancer,Pennsylvania
9660,Cancer,Rhode Island
9661,Cancer,South Carolina
9662,Cancer,South Dakota
9663,Cancer,Tennessee
9664,Cancer,Texas
9665,Cancer,United States
9666,Cancer,Utah
9667,Cancer,Vermont
9668,Cancer,Virginia
9669,Cancer,Washington
9670,Cancer,West Virginia
9671,Cancer,Wisconsin
9672,Cancer,Wyoming
9673,Kidney disease,Alabama
9674,Kidney disease,Alaska
9675,Kidney disease,Arizona
9676,Kidney disease,Arkansas
9677,Kidney disease,California
9678,Kidney disease,Colorado
9679,Kidney disease,Connecticut
9680,Kidney disease,Delaware
9681,Kidney disease,District of Columbia
9682,Kidney disease,Florida
9683,Kidney disease,Georgia
9684,Kidney disease,Hawaii
9685,Kidney disease,Idaho
9686,Kidney disease,Illinois
9687,Kidney disease,Indiana
9688,Kidney disease,Iowa
9689,Kidney disease,Kansas
9690,Kidney disease,Kentucky
9691,Kidney disease,Louisiana
9692,Kidney disease,Maine
9693,Kidney disease,Maryland
9694,Kidney disease,Massachusetts
9695,Kidney disease,Michigan
9696,Kidney disease,Minnesota
9697,Kidney disease,Mississippi
9698,Kidney disease,Missouri
9699,All causes,Montana
9700,Kidney disease,Montana
9701,Kidney disease,Nebraska
9702,Kidney disease,Nevada
9703,Kidney disease,New Hampshire
9704,Kidney disease,New Jersey
9705,Kidney disease,New Mexico
9706,Kidney disease,New York
9707,Kidney disease,North Carolina
9708,Kidney disease,North Dakota
9709,Kidney disease,Ohio
9710,Kidney disease,Oklahoma
9711,Kidney disease,Oregon
9712,Kidney disease,Pennsylvania
9713,Kidney disease,Rhode Island
9714,Kidney disease,South Carolina
9715,Kidney disease,South Dakota
9716,Kidney disease,Tennessee
9717,Kidney disease,Texas
9718,Kidney disease,United States
9719,Kidney disease,Utah
9720,Kidney disease,Vermont
9721,Kidney disease,Virginia
9722,Kidney disease,Washington
9723,Kidney disease,West Virginia
9724,Kidney disease,Wisconsin
9725,Kidney disease,Wyoming
9726,Unintentional injuries,Alabama
9727,Unintentional injuries,Alaska
9728,Unintentional injuries,Arizona
9729,Unintentional injuries,Arkansas
9730,Unintentional injuries,California
9731,Unintentional injuries,Colorado
9732,Unintentional injuries,Connecticut
9733,Unintentional injuries,Delaware
9734,Unintentional injuries,District of Columbia
9735,Unintentional injuries,Florida
9736,Unintentional injuries,Georgia
9737,Unintentional injuries,Hawaii
9738,Unintentional injuries,Idaho
9739,Unintentional injuries,Illinois
9740,Unintentional injuries,Indiana
9741,Unintentional injuries,Iowa
9742,Unintentional injuries,Kansas
9743,Unintentional injuries,Kentucky
9744,Unintentional injuries,Louisiana
9745,Unintentional injuries,Maine
9746,Unintentional injuries,Maryland
9747,All causes,Nebraska
9748,Unintentional injuries,Massachusetts
9749,Unintentional injuries,Michigan
9750,Unintentional injuries,Minnesota
9751,Unintentional injuries,Mississippi
9752,Unintentional injuries,Missouri
9753,Unintentional injuries,Montana
9754,Unintentional injuries,Nebraska
9755,Unintentional injuries,Nevada
9756,Unintentional injuries,New Hampshire
9757,Unintentional injuries,New Jersey
9758,Unintentional injuries,New Mexico
9759,Unintentional injuries,New York
9760,Unintentional injuries,North Carolina
9761,Unintentional injuries,North Dakota
9762,Unintentional injuries,Ohio
9763,Unintentional injuries,Oklahoma
9764,Unintentional injuries,Oregon
9765,Unintentional injuries,Pennsylvania
9766,Unintentional injuries,Rhode Island
9767,Unintentional injuries,South Carolina
9768,Unintentional injuries,South Dakota
9769,Unintentional injuries,Tennessee
9770,Unintentional injuries,Texas
9771,Unintentional injuries,United States
9772,Unintentional injuries,Utah
9773,Unintentional injuries,Vermont
9774,Unintentional injuries,Virginia
9775,Unintentional injuries,Washington
9776,Unintentional injuries,West Virginia
9777,Unintentional injuries,Wisconsin
9778,Unintentional injuries,Wyoming
9779,All causes,Alabama
9780,All causes,Alaska
9781,All causes,Arizona
9782,All causes,Arkansas
9783,All causes,California
9784,All causes,Colorado
9785,All causes,Connecticut
9786,All causes,Delaware
9787,All causes,District of Columbia
9788,All causes,Florida
9789,All causes,Georgia
9790,All causes,Hawaii
9791,All causes,Idaho
9792,All causes,Illinois
9793,All causes,Indiana
9794,All causes,Iowa
9795,All causes,Kansas
9796,All causes,Kentucky
9797,All causes,Louisiana
9798,All causes,Maine
9799,All causes,Maryland
9800,All causes,Massachusetts
9801,All causes,Michigan
9802,All causes,Minnesota
9803,All causes,Mississippi
9804,All causes,Missouri
9805,All causes,Nevada
9806,All causes,New Hampshire
9807,All causes,New Jersey
9808,All causes,New Mexico
9809,All causes,New York
9810,All causes,North Carolina
9811,All causes,North Dakota
9812,All causes,Ohio
9813,All causes,Oklahoma
9814,All causes,Oregon
9815,All causes,Pennsylvania
9816,All causes,Rhode Island
9817,All causes,South Carolina
9818,All causes,South Dakota
9819,All causes,Tennessee
9820,All causes,Texas
9821,All causes,United States
9822,All causes,Utah
9823,All causes,Vermont
9824,All causes,Virginia
9825,All causes,Washington
9826,All causes,West Virginia
9827,All causes,Wisconsin
9828,All causes,Wyoming
9829,Alzheimer's disease,Alabama
9830,Alzheimer's disease,Alaska
9831,Alzheimer's disease,Arizona
9832,Alzheimer's disease,Arkansas
9833,Alzheimer's disease,California
9834,Alzheimer's disease,Colorado
9835,Alzheimer's disease,Connecticut
9836,Alzheimer's disease,Delaware
9837,Alzheimer's disease,District of Columbia
9838,Alzheimer's disease,Florida
9839,Alzheimer's disease,Georgia
9840,Alzheimer's disease,Hawaii
9841,Alzheimer's disease,Idaho
9842,Alzheimer's disease,Illinois
9843,Alzheimer's disease,Indiana
9844,Alzheimer's disease,Iowa
9845,Alzheimer's disease,Kansas
9846,Alzheimer's disease,Kentucky
9847,Alzheimer's disease,Louisiana
9848,Alzheimer's disease,Maine
9849,Alzheimer's disease,Maryland
9850,Alzheimer's disease,Massachusetts
9851,Alzheimer's disease,Michigan
9852,Alzheimer's disease,Minnesota
9853,Alzheimer's disease,Mississippi
9854,Alzheimer's disease,Missouri
9855,Alzheimer's disease,Montana
9856,Alzheimer's disease,Nebraska
9857,Alzheimer's disease,Nevada
9858,Alzheimer's disease,New Hampshire
9859,Alzheimer's disease,New Jersey
9860,Alzheimer's disease,New Mexico
9861,Alzheimer's disease,New York
9862,Alzheimer's disease,North Carolina
9863,Alzheimer's disease,North Dakota
9864,Alzheimer's disease,Ohio
9865,Alzheimer's disease,Oklahoma
9866,Alzheimer's disease,Oregon
9867,Alzheimer's disease,Pennsylvania
9868,Alzheimer's disease,Rhode Island
9869,Alzheimer's disease,South Carolina
9870,Alzheimer's disease,South Dakota
9871,Alzheimer's disease,Tennessee
9872,Alzheimer's disease,Texas
9873,Alzheimer's disease,United States
9874,Alzheimer's disease,Utah
9875,Alzheimer's disease,Vermont
9876,Alzheimer's disease,Virginia
9877,Alzheimer's disease,Washington
9878,Alzheimer's disease,West Virginia
9879,Alzheimer's disease,Wisconsin
9880,Alzheimer's disease,Wyoming
9881,Stroke,Alabama
9882,Stroke,Alaska
9883,Stroke,Arizona
9884,Stroke,Arkansas
9885,Stroke,California
9886,Stroke,Colorado
9887,Stroke,Connecticut
9888,Stroke,Delaware
9889,Stroke,District of Columbia
9890,Stroke,Florida
9891,Stroke,Georgia
9892,Stroke,Hawaii
9893,Stroke,Idaho
9894,Stroke,Illinois
9895,Stroke,Indiana
9896,Stroke,Iowa
9897,Stroke,Kansas
9898,Stroke,Kentucky
9899,Stroke,Louisiana
9900,Stroke,Maine
9901,Stroke,Maryland
9902,Stroke,Massachusetts
9903,Stroke,Michigan
9904,Stroke,Minnesota
9905,Stroke,Mississippi
9906,Stroke,Missouri
9907,Stroke,Montana
9908,Stroke,Nebraska
9909,Stroke,Nevada
9910,Stroke,New Hampshire
9911,Stroke,New Jersey
9912,Stroke,New Mexico
9913,Stroke,New York
9914,Stroke,North Carolina
9915,Stroke,North Dakota
9916,Stroke,Ohio
9917,Stroke,Oklahoma
9918,Stroke,Oregon
9919,Stroke,Pennsylvania
9920,Stroke,Rhode Island
9921,Stroke,South Carolina
9922,Stroke,South Dakota
9923,Stroke,Tennessee
9924,Stroke,Texas
9925,Stroke,United States
9926,Stroke,Utah
9927,Stroke,Vermont
9928,Stroke,Virginia
9929,Stroke,Washington
9930,Stroke,West Virginia
9931,Stroke,Wisconsin
9932,Stroke,Wyoming
9933,CLRD,Alabama
9934,CLRD,Alaska
9935,CLRD,Arizona
9936,CLRD,Arkansas
9937,CLRD,California
9938,CLRD,Colorado
9939,CLRD,Connecticut
9940,CLRD,Delaware
9941,CLRD,District of Columbia
9942,CLRD,Florida
9943,CLRD,Georgia
9944,CLRD,Hawaii
9945,CLRD,Idaho
9946,CLRD,Illinois
9947,CLRD,Indiana
9948,CLRD,Iowa
9949,CLRD,Kansas
9950,CLRD,Kentucky
9951,CLRD,Louisiana
9952,CLRD,Maine
9953,CLRD,Maryland
9954,CLRD,Massachusetts
9955,CLRD,Michigan
9956,CLRD,Minnesota
9957,CLRD,Mississippi
9958,CLRD,Missouri
9959,CLRD,Montana
9960,CLRD,Nebraska
9961,CLRD,Nevada
9962,CLRD,New Hampshire
9963,CLRD,New Jersey
9964,CLRD,New Mexico
9965,CLRD,New York
9966,CLRD,North Carolina
9967,CLRD,North Dakota
9968,CLRD,Ohio
9969,CLRD,Oklahoma
9970,CLRD,Oregon
9971,CLRD,Pennsylvania
9972,CLRD,Rhode Island
9973,CLRD,South Carolina
9974,CLRD,South Dakota
9975,CLRD,Tennessee
9976,CLRD,Texas
9977,CLRD,United States
9978,CLRD,Utah
9979,CLRD,Vermont
9980,CLRD,Virginia
9981,CLRD,Washington
9982,CLRD,West Virginia
9983,CLRD,Wisconsin
9984,CLRD,Wyoming
9985,Diabetes,Alabama
9986,Diabetes,Alaska
9987,Diabetes,Arizona
9988,Diabetes,Arkansas
9989,Diabetes,California
9990,Diabetes,Colorado
9991,Diabetes,Connecticut
9992,Diabetes,Delaware
9993,Diabetes,District of Columbia
9994,Diabetes,Florida
9995,Diabetes,Georgia
9996,Diabetes,Hawaii
9997,Diabetes,Idaho
9998,Diabetes,Illinois
9999,Diabetes,Indiana
10000,Diabetes,Iowa
10001,Diabetes,Kansas
10002,Diabetes,Kentucky
10003,Diabetes,Louisiana
10004,Diabetes,Maine
10005,Diabetes,Maryland
10006,Diabetes,Massachusetts
10007,Diabetes,Michigan
10008,Diabetes,Minnesota
10009,Diabetes,Mississippi
10010,Diabetes,Missouri
10011,Diabetes,Montana
10012,Diabetes,Nebraska
10013,Diabetes,Nevada
10014,Diabetes,New Hampshire
10015,Diabetes,New Jersey
10016,Diabetes,New Mexico
10017,Diabetes,New York
10018,Diabetes,North Carolina
10019,Diabetes,North Dakota
10020,Diabetes,Ohio
10021,Diabetes,Oklahoma
10022,Diabetes,Oregon
10023,Diabetes,Pennsylvania
10024,Diabetes,Rhode Island
10025,Diabetes,South Carolina
10026,Diabetes,South Dakota
10027,Diabetes,Tennessee
10028,Diabetes,Texas
10029,Diabetes,United States
10030,Diabetes,Utah
10031,Diabetes,Vermont
10032,Diabetes,Virginia
10033,Diabetes,Washington
10034,Diabetes,West Virginia
10035,Diabetes,Wisconsin
10036,Diabetes,Wyoming
10037,Heart disease,Alabama
10038,Heart disease,Alaska
10039,Heart disease,Arizona
10040,Heart disease,Arkansas
10041,Heart disease,California
10042,Heart disease,Colorado
10043,Heart disease,Connecticut
10044,Heart disease,Delaware
10045,Heart disease,District of Columbia
10046,Heart disease,Florida
10047,Heart disease,Georgia
10048,Heart disease,Hawaii
10049,Heart disease,Idaho
10050,Heart disease,Illinois
10051,Heart disease,Indiana
10052,Heart disease,Iowa
10053,Heart disease,Kansas
10054,Heart disease,Kentucky
10055,Heart disease,Louisiana
10056,Heart disease,Maine
10057,Heart disease,Maryland
10058,Heart disease,Massachusetts
10059,Heart disease,Michigan
10060,Heart disease,Minnesota
10061,Heart disease,Mississippi
10062,Heart disease,Missouri
10063,Heart disease,Montana
10064,Heart disease,Nebraska
10065,Heart disease,Nevada
10066,Heart disease,New Hampshire
10067,Heart disease,New Jersey
10068,Heart disease,New Mexico
10069,Heart disease,New York
10070,Heart disease,North Carolina
10071,Heart disease,North Dakota
10072,Heart disease,Ohio
10073,Heart disease,Oklahoma
10074,Heart disease,Oregon
10075,Heart disease,Pennsylvania
10076,Heart disease,Rhode Island
10077,Heart disease,South Carolina
10078,Heart disease,South Dakota
10079,Heart disease,Tennessee
10080,Heart disease,Texas
10081,Heart disease,United States
10082,Heart disease,Utah
10083,Heart disease,Vermont
10084,Heart disease,Virginia
10085,Heart disease,Washington
10086,Heart disease,West Virginia
10087,Heart disease,Wisconsin
10088,Heart disease,Wyoming
10089,Influenza and pneumonia,Alabama
10090,Influenza and pneumonia,Alaska
10091,Influenza and pneumonia,Arizona
10092,Influenza and pneumonia,Arkansas
10093,Influenza and pneumonia,California
10094,Influenza and pneumonia,Colorado
10095,Influenza and pneumonia,Connecticut
10096,Influenza and pneumonia,Delaware
10097,Influenza and pneumonia,District of Columbia
10098,Influenza and pneumonia,Florida
10099,Influenza and pneumonia,Georgia
10100,Influenza and pneumonia,Hawaii
10101,Influenza and pneumonia,Idaho
10102,Influenza and pneumonia,Illinois
10103,Influenza and pneumonia,Indiana
10104,Influenza and pneumonia,Iowa
10105,Influenza and pneumonia,Kansas
10106,Influenza and pneumonia,Kentucky
10107,Influenza and pneumonia,Louisiana
10108,Influenza and pneumonia,Maine
10109,Influenza and pneumonia,Maryland
10110,Influenza and pneumonia,Massachusetts
10111,Influenza and pneumonia,Michigan
10112,Influenza and pneumonia,Minnesota
10113,Influenza and pneumonia,Mississippi
10114,Influenza and pneumonia,Missouri
